Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integracion,Chrome 120.0.0.0,,,18-01-2024 14:41:12,18-01-2024 14:41:55,"43,413s",FAILED
,,,,,,,
Test Cases/Prueba_1/Caso_1,Chrome 120.0.0.0,,,18-01-2024 14:41:12,18-01-2024 14:41:55,"43,182s",FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,18-01-2024 14:41:12,18-01-2024 14:41:15,"3,157s",PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 120.0.0.0,,,18-01-2024 14:41:15,18-01-2024 14:41:17,"1,447s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,18-01-2024 14:41:17,18-01-2024 14:41:17,"0,237s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/div_card-up""))",Chrome 120.0.0.0,,,18-01-2024 14:41:17,18-01-2024 14:41:18,"1,224s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/span_Text Box""))",Chrome 120.0.0.0,,,18-01-2024 14:41:18,18-01-2024 14:41:20,"1,356s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/inputuserName""))",Chrome 120.0.0.0,,,18-01-2024 14:41:20,18-01-2024 14:41:20,"0,555s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/inputuserName""), ""Daniela"")",Chrome 120.0.0.0,,,18-01-2024 14:41:20,18-01-2024 14:41:21,"0,650s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/inputuserEmail""), ""daniela@gmail.com"")",Chrome 120.0.0.0,,,18-01-2024 14:41:21,18-01-2024 14:41:22,"0,651s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/textareacurrentAddress""), ""espa̱a"")",Chrome 120.0.0.0,,,18-01-2024 14:41:22,18-01-2024 14:41:22,"0,622s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/textareapermanentAddress""), ""galicia"")",Chrome 120.0.0.0,,,18-01-2024 14:41:22,18-01-2024 14:41:23,"0,608s",PASSED
"scrollToPosition(0, 120)",Chrome 120.0.0.0,,,18-01-2024 14:41:23,18-01-2024 14:41:23,"0,025s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/button_Submit""))",Chrome 120.0.0.0,,,18-01-2024 14:41:23,18-01-2024 14:41:55,"32,314s",FAILED
