Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integracion,Chrome 120.0.0.0,,,17-01-2024 18:04:07,17-01-2024 18:04:51,"44,246s",FAILED
,,,,,,,
Test Cases/Prueba_1/Caso_1,Chrome 120.0.0.0,,,17-01-2024 18:04:07,17-01-2024 18:04:51,"43,970s",FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,17-01-2024 18:04:07,17-01-2024 18:04:11,"3,372s",PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 120.0.0.0,,,17-01-2024 18:04:11,17-01-2024 18:04:13,"1,880s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,17-01-2024 18:04:13,17-01-2024 18:04:13,"0,158s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/div_card-up""))",Chrome 120.0.0.0,,,17-01-2024 18:04:13,17-01-2024 18:04:14,"0,810s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/span_Text Box""))",Chrome 120.0.0.0,,,17-01-2024 18:04:14,17-01-2024 18:04:15,"1,437s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/inputuserName""))",Chrome 120.0.0.0,,,17-01-2024 18:04:15,17-01-2024 18:04:16,"0,548s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/inputuserName""), ""Daniela"")",Chrome 120.0.0.0,,,17-01-2024 18:04:16,17-01-2024 18:04:16,"0,800s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/inputuserEmail""), ""daniela@gmail.com"")",Chrome 120.0.0.0,,,17-01-2024 18:04:16,17-01-2024 18:04:17,"0,652s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/textareacurrentAddress""), ""espa̱a"")",Chrome 120.0.0.0,,,17-01-2024 18:04:17,17-01-2024 18:04:18,"0,623s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/textareapermanentAddress""), ""galicia"")",Chrome 120.0.0.0,,,17-01-2024 18:04:18,17-01-2024 18:04:18,"0,626s",PASSED
"scrollToPosition(0, 120)",Chrome 120.0.0.0,,,17-01-2024 18:04:18,17-01-2024 18:04:18,"0,028s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/button_Submit""))",Chrome 120.0.0.0,,,17-01-2024 18:04:18,17-01-2024 18:04:51,"32,619s",FAILED
