Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integracion,Chrome 120.0.0.0,,,18-01-2024 14:55:03,18-01-2024 14:55:50,"47,599s",FAILED
,,,,,,,
Test Cases/Prueba_1/Caso_1,Chrome 120.0.0.0,,,18-01-2024 14:55:03,18-01-2024 14:55:50,"46,874s",FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,18-01-2024 14:55:04,18-01-2024 14:55:09,"4,563s",PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 120.0.0.0,,,18-01-2024 14:55:09,18-01-2024 14:55:09,"0,450s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,18-01-2024 14:55:09,18-01-2024 14:55:12,"2,701s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/div_card-up""))",Chrome 120.0.0.0,,,18-01-2024 14:55:12,18-01-2024 14:55:13,"0,843s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/span_Text Box""))",Chrome 120.0.0.0,,,18-01-2024 14:55:13,18-01-2024 14:55:14,"1,413s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/inputuserName""))",Chrome 120.0.0.0,,,18-01-2024 14:55:14,18-01-2024 14:55:15,"0,492s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/inputuserName""), ""Daniela"")",Chrome 120.0.0.0,,,18-01-2024 14:55:15,18-01-2024 14:55:16,"0,656s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/inputuserEmail""), ""daniela@gmail.com"")",Chrome 120.0.0.0,,,18-01-2024 14:55:16,18-01-2024 14:55:16,"0,640s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/textareacurrentAddress""), ""espa̱a"")",Chrome 120.0.0.0,,,18-01-2024 14:55:16,18-01-2024 14:55:17,"0,705s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/textareapermanentAddress""), ""galicia"")",Chrome 120.0.0.0,,,18-01-2024 14:55:17,18-01-2024 14:55:18,"0,639s",PASSED
"scrollToPosition(0, 120)",Chrome 120.0.0.0,,,18-01-2024 14:55:18,18-01-2024 14:55:18,"0,030s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/button_Submit""))",Chrome 120.0.0.0,,,18-01-2024 14:55:18,18-01-2024 14:55:50,"32,758s",FAILED
