Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integracion,Chrome 120.0.0.0,,,17-01-2024 18:34:47,17-01-2024 18:35:37,"49,687s",FAILED
,,,,,,,
Test Cases/Prueba_1/Caso_1,Chrome 120.0.0.0,,,17-01-2024 18:34:48,17-01-2024 18:35:37,"49,228s",FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,17-01-2024 18:34:49,17-01-2024 18:34:53,"4,417s",PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 120.0.0.0,,,17-01-2024 18:34:53,17-01-2024 18:34:56,"2,683s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,17-01-2024 18:34:56,17-01-2024 18:34:56,"0,222s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/div_card-up""))",Chrome 120.0.0.0,,,17-01-2024 18:34:56,17-01-2024 18:34:57,"0,968s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/span_Text Box""))",Chrome 120.0.0.0,,,17-01-2024 18:34:57,17-01-2024 18:35:01,"3,615s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/inputuserName""))",Chrome 120.0.0.0,,,17-01-2024 18:35:01,17-01-2024 18:35:01,"0,522s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/inputuserName""), ""Daniela"")",Chrome 120.0.0.0,,,17-01-2024 18:35:01,17-01-2024 18:35:02,"0,795s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/inputuserEmail""), ""daniela@gmail.com"")",Chrome 120.0.0.0,,,17-01-2024 18:35:02,17-01-2024 18:35:03,"0,664s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/textareacurrentAddress""), ""espa̱a"")",Chrome 120.0.0.0,,,17-01-2024 18:35:03,17-01-2024 18:35:03,"0,653s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/textareapermanentAddress""), ""galicia"")",Chrome 120.0.0.0,,,17-01-2024 18:35:03,17-01-2024 18:35:04,"0,661s",PASSED
"scrollToPosition(0, 120)",Chrome 120.0.0.0,,,17-01-2024 18:35:04,17-01-2024 18:35:04,"0,036s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/button_Submit""))",Chrome 120.0.0.0,,,17-01-2024 18:35:04,17-01-2024 18:35:37,"32,998s",FAILED
