Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integracion,Chrome 120.0.0.0,,,18-01-2024 12:24:14,18-01-2024 12:24:59,"44,546s",FAILED
,,,,,,,
Test Cases/Prueba_1/Caso_1,Chrome 120.0.0.0,,,18-01-2024 12:24:15,18-01-2024 12:24:59,"44,268s",FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,18-01-2024 12:24:15,18-01-2024 12:24:18,"3,027s",PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 120.0.0.0,,,18-01-2024 12:24:18,18-01-2024 12:24:20,"1,769s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,18-01-2024 12:24:20,18-01-2024 12:24:20,"0,138s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/div_card-up""))",Chrome 120.0.0.0,,,18-01-2024 12:24:20,18-01-2024 12:24:22,"1,603s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/span_Text Box""))",Chrome 120.0.0.0,,,18-01-2024 12:24:22,18-01-2024 12:24:23,"1,405s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/inputuserName""))",Chrome 120.0.0.0,,,18-01-2024 12:24:23,18-01-2024 12:24:24,"0,573s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/inputuserName""), ""Daniela"")",Chrome 120.0.0.0,,,18-01-2024 12:24:24,18-01-2024 12:24:24,"0,615s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/inputuserEmail""), ""daniela@gmail.com"")",Chrome 120.0.0.0,,,18-01-2024 12:24:24,18-01-2024 12:24:25,"0,610s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/textareacurrentAddress""), ""espa̱a"")",Chrome 120.0.0.0,,,18-01-2024 12:24:25,18-01-2024 12:24:25,"0,599s",PASSED
"setText(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/textareapermanentAddress""), ""galicia"")",Chrome 120.0.0.0,,,18-01-2024 12:24:25,18-01-2024 12:24:26,"0,612s",PASSED
"scrollToPosition(0, 120)",Chrome 120.0.0.0,,,18-01-2024 12:24:26,18-01-2024 12:24:26,"0,028s",PASSED
"click(findTestObject(""Object Repository/Caso_1/Page_DEMOQA/button_Submit""))",Chrome 120.0.0.0,,,18-01-2024 12:24:26,18-01-2024 12:24:59,"32,859s",FAILED
